niz_prvi,niz_drugi,niz_treci,odg_prvi,odg_drugi,odg_treci,odg_cetvrti,rjesenje
0 0 0 0 0 0 0 0 1,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 1 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 1 0 0,drugi
0 0 0 0 0 0 0 0 1,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 1 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 0 0 1 0,treci
0 0 0 0 0 0 0 0 1,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 1 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 0 0 1,cetvrti
0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,prvi
0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 0 1,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,drugi
0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 0 1,1 0 0 0 0 0 0 0 0,treci
0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 0 1,cetvrti
0 0 0 0 0 0 0 0 1,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,prvi
0 0 0 0 0 0 0 0 1,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 0 1,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,drugi
0 0 0 0 0 0 0 0 1,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 0 1,1 0 0 0 0 0 0 0 0,treci
0 0 0 0 0 0 0 0 1,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 0 1,cetvrti
1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 1 0,prvi
1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 0 0 1,drugi
1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,treci
1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 1 0,1 0 0 0 0 0 0 0 0,cetvrti
1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 1 0 0,prvi
1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,drugi
1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 1 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,treci
1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,1 0 0 0 0 0 0 0 0,cetvrti
1 0 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 1 0 0,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 1 0,prvi
1 0 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 1 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 1 0 0 0 0 0,drugi
1 0 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,treci
1 0 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 1 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,cetvrti
1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 1 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 1 0 0,0 1 0 0 0 0 0 0 0,prvi
1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 1 0 0 0 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 0 0 1 0,drugi
1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 1 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,treci
1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 1 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,cetvrti
0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,prvi
0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 1 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 1 0 0,drugi
0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,treci
0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 1 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,cetvrti
0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,prvi
0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 1 0 0 0,drugi
0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,treci
0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 1 0 0 0 0 0 0 0,cetvrti
0 1 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 1 0,0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 1 0 0 0 0 0 0,prvi
0 1 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 0 0 1,0 1 0 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 1 0,drugi
0 1 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,treci
0 1 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 1 0 0 0 0 0 0 0,cetvrti
0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 1 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 1 0,0 0 1 0 0 0 0 0 0,prvi
0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 0 1,0 1 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 1 0 0,drugi
0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 1 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,treci
0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 1 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 1 0 0 0 0 0 0 0,cetvrti
0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 1 0 0,prvi
0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,drugi
0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,treci
0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 1 0 0 0 0 0 0,cetvrti
0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 0 0 1,prvi
0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 1 0 0 0 0,drugi
0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,treci
0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 1 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 1 0 0 0 0 0 0,cetvrti
0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 0 0 1,prvi
0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 1 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 1 0 0 0,drugi
0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,treci
0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,cetvrti
0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 0 1 0 0,prvi
0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 1 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,drugi
0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 1 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,treci
0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 1 0 0 0 0 0 0,cetvrti
0 0 0 1 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 1 0 0 0 0,prvi
0 0 0 1 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 1 0 0 0 0,drugi
0 0 0 1 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 1 0 0,0 1 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 1 0 0 0 0,treci
0 0 0 1 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 1 0 0 0 0 0,cetvrti
0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 0 1,prvi
0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 1 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,drugi
0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 0 1 0,treci
0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 1 0 0 0 0,0 0 1 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 1 0 0 0 0 0,cetvrti
0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 1 0 0,1 0 0 0 0 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 1 0,prvi
0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 1 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,drugi
0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 1 0 0,1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 1 0 0 0 0 0,0 0 1 0 0 0 0 0 0,treci
0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 1 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,cetvrti
0 0 0 1 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,prvi
0 0 0 1 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 1 0 0 0 0,0 0 0 1 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,drugi
0 0 0 1 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 0 1 0 0 0 0 0 0,treci
0 0 0 1 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 1 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,cetvrti
0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 0 1 0 0,1 0 0 0 0 0 0 0 0,prvi
0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 1 0 0,drugi
0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 0 1,treci
0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 1 0 0,0 0 0 0 1 0 0 0 0,cetvrti
0 0 0 0 1 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,prvi
0 0 0 0 1 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,0 1 0 0 0 0 0 0 0,drugi
0 0 0 0 1 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 0 1,treci
0 0 0 0 1 0 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 1 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,cetvrti
0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 1 0,0 1 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 1 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,prvi
0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 1 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 0 0 1,drugi
0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 1 0,0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 1 0 0 0,treci
0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 1 0,0 1 0 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 1 0 0 0 0,cetvrti
0 0 0 0 1 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 1 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 0 0 1,prvi
0 0 0 0 1 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 1 0 0,0 0 0 0 1 0 0 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,drugi
0 0 0 0 1 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 0 1 0,treci
0 0 0 0 1 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 1 0 0 0 0,cetvrti
0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 1 0,prvi
0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 1 0 0 0 0 0 0 0,drugi
0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 1 0 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 1 0 0,treci
0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 1 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 1 0 0 0,cetvrti
0 0 0 0 0 1 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 1 0 0,prvi
0 0 0 0 0 1 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 0 1,drugi
0 0 0 0 0 1 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 1 0,treci
0 0 0 0 0 1 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 1 0 0 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 1 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,cetvrti
0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 0 1 0 0,prvi
0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,drugi
0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,treci
0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,0 0 1 0 0 0 0 0 0,1 0 0 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 1 0 0 0,cetvrti
0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 1 0 0 0 0,0 0 0 0 0 0 1 0 0,prvi
0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 0 0 0 0 1 0 0,0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 1 0,drugi
0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,1 0 0 0 0 0 0 0 0,0 1 0 0 0 0 0 0 0,0 0 0 0 0 1 0 0 0,0 0 0 0 0 0 0 1 0,treci
0 0 0 0 0 1 0 0 0,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1,0 0 1 0 0 0 0 0 0,0 0 0 0 0 0 1 0 0,0 0 0 0 0 0 0 1 0,0 0 0 0 0 1 0 0 0,cetvrti
